symbol,sma,ema,fib_floor,fib_band,rw,eb,rw_lookback,total_return,total_trades,win_rate,expectancy
ETH/USDT,30,20,0.236,0.736,0.008,0.068,18,1.3329848003715854,21,0.3809523809523809,634.7546668436121
ETH/USDT,30,20,0.236,0.736,0.011,0.068,18,1.3329848003715854,21,0.3809523809523809,634.7546668436121
ETH/USDT,30,20,0.236,0.736,0.008,0.07,18,1.3329848003715854,21,0.3809523809523809,634.7546668436121
ETH/USDT,30,20,0.236,0.736,0.011,0.07,18,1.3329848003715854,21,0.3809523809523809,634.7546668436121
ETH/USDT,30,20,0.236,0.786,0.008,0.053,18,1.3329848003715854,21,0.3809523809523809,634.7546668436121
ETH/USDT,30,20,0.236,0.786,0.011,0.053,18,1.3329848003715854,21,0.3809523809523809,634.7546668436121
ETH/USDT,30,20,0.236,0.786,0.008,0.058,18,1.3329848003715854,21,0.3809523809523809,634.7546668436121
ETH/USDT,30,20,0.236,0.786,0.011,0.058,18,1.3329848003715854,21,0.3809523809523809,634.7546668436121
ETH/USDT,30,20,0.236,0.786,0.008,0.063,18,1.3329848003715854,21,0.3809523809523809,634.7546668436121
ETH/USDT,30,20,0.236,0.786,0.011,0.063,18,1.3329848003715854,21,0.3809523809523809,634.7546668436121
ETH/USDT,30,20,0.236,0.786,0.008,0.068,18,1.3329848003715854,21,0.3809523809523809,634.7546668436121
ETH/USDT,30,20,0.236,0.786,0.011,0.068,18,1.3329848003715854,21,0.3809523809523809,634.7546668436121
ETH/USDT,30,20,0.236,0.786,0.008,0.07,18,1.3329848003715854,21,0.3809523809523809,634.7546668436121
ETH/USDT,30,20,0.236,0.786,0.011,0.07,18,1.3329848003715854,21,0.3809523809523809,634.7546668436121
ETH/USDT,40,20,0.236,0.436,0.002,0.053,25,1.013649741291223,16,0.375,633.5310883070144
ETH/USDT,40,20,0.236,0.436,0.005,0.053,25,1.013649741291223,16,0.375,633.5310883070144
ETH/USDT,30,20,0.236,0.636,0.014,0.033,18,1.076446227655408,17,0.4117647058823529,633.2036633267105
ETH/USDT,30,20,0.236,0.686,0.014,0.033,18,1.076446227655408,17,0.4117647058823529,633.2036633267105
ETH/USDT,30,20,0.236,0.736,0.014,0.033,18,1.076446227655408,17,0.4117647058823529,633.2036633267105
ETH/USDT,30,20,0.236,0.786,0.014,0.033,18,1.076446227655408,17,0.4117647058823529,633.2036633267105
SOL/USDT,55,20,0.236,0.386,0.002,0.038,8,0.8847460057473525,14,0.3571428571428571,631.9614326766804
SOL/USDT,55,20,0.236,0.386,0.005,0.038,8,0.8847460057473525,14,0.3571428571428571,631.9614326766804
SOL/USDT,35,20,0.236,0.436,0.002,0.07,14,1.0106754042714925,16,0.375,631.6721276696827
ETH/USDT,30,20,0.236,0.586,0.014,0.038,18,1.0711681825457469,17,0.4117647058823529,630.0989309092629
SOL/USDT,60,20,0.236,0.386,0.002,0.038,8,0.8819594545956017,14,0.3571428571428571,629.9710389968584
SOL/USDT,60,20,0.236,0.386,0.005,0.038,8,0.8819594545956017,14,0.3571428571428571,629.9710389968584
ETH/USDT,30,20,0.236,0.586,0.014,0.043,18,1.0692016117819951,17,0.4117647058823529,628.9421245776441
AVAX/USDT,30,20,0.236,0.436,0.008,0.068,21,0.7540588247978771,12,0.4166666666666667,628.3823539982309
AVAX/USDT,30,20,0.236,0.436,0.008,0.07,21,0.7540588247978771,12,0.4166666666666667,628.3823539982309
AVAX/USDT,40,20,0.236,0.486,0.008,0.058,25,0.7534844509641655,12,0.4166666666666667,627.9037091368047
AVAX/USDT,40,20,0.236,0.486,0.011,0.058,25,0.7534844509641655,12,0.4166666666666667,627.9037091368047
AVAX/USDT,40,20,0.236,0.486,0.008,0.063,25,0.7534844509641655,12,0.4166666666666667,627.9037091368047
AVAX/USDT,40,20,0.236,0.486,0.011,0.063,25,0.7534844509641655,12,0.4166666666666667,627.9037091368047
SOL/USDT,35,20,0.236,0.436,0.002,0.048,8,1.5004962827703083,24,0.375,625.2067844876284
SOL/USDT,35,20,0.236,0.436,0.002,0.053,8,1.5004962827703083,24,0.375,625.2067844876284
SOL/USDT,40,20,0.236,0.436,0.002,0.048,8,1.5004962827703083,24,0.375,625.2067844876284
SOL/USDT,40,20,0.236,0.436,0.002,0.053,8,1.5004962827703083,24,0.375,625.2067844876284
AVAX/USDT,35,20,0.236,0.486,0.002,0.053,21,0.9375963864214738,15,0.4,625.0642576143159
AVAX/USDT,35,20,0.236,0.486,0.005,0.053,21,0.9375963864214738,15,0.4,625.0642576143159
AVAX/USDT,35,20,0.236,0.486,0.002,0.058,21,0.9375963864214738,15,0.4,625.0642576143159
AVAX/USDT,35,20,0.236,0.486,0.005,0.058,21,0.9375963864214738,15,0.4,625.0642576143159
AVAX/USDT,40,20,0.236,0.586,0.029,0.068,25,0.7490601536984154,12,0.4166666666666667,624.2167947486795
AVAX/USDT,40,20,0.236,0.586,0.029,0.07,25,0.7490601536984154,12,0.4166666666666667,624.2167947486795
SOL/USDT,35,20,0.236,0.436,0.002,0.058,8,1.497867002203493,24,0.375,624.1112509181221
SOL/USDT,35,20,0.236,0.436,0.002,0.063,8,1.497867002203493,24,0.375,624.1112509181221
SOL/USDT,40,20,0.236,0.436,0.002,0.058,8,1.497867002203493,24,0.375,624.1112509181221
SOL/USDT,40,20,0.236,0.436,0.002,0.063,8,1.497867002203493,24,0.375,624.1112509181221
SOL/USDT,35,20,0.236,0.436,0.005,0.048,8,1.497468445531734,24,0.375,623.9451856382225
SOL/USDT,35,20,0.236,0.436,0.005,0.053,8,1.497468445531734,24,0.375,623.9451856382225
SOL/USDT,40,20,0.236,0.436,0.005,0.048,8,1.497468445531734,24,0.375,623.9451856382225
SOL/USDT,40,20,0.236,0.436,0.005,0.053,8,1.497468445531734,24,0.375,623.9451856382225
AVAX/USDT,40,20,0.236,0.586,0.023,0.058,25,0.8105567020823512,13,0.3846153846153846,623.5051554479625
AVAX/USDT,40,20,0.236,0.586,0.023,0.063,25,0.8105567020823512,13,0.3846153846153846,623.5051554479625
SOL/USDT,35,20,0.236,0.436,0.005,0.058,8,1.4948391649649186,24,0.375,622.8496520687162
SOL/USDT,35,20,0.236,0.436,0.005,0.063,8,1.4948391649649186,24,0.375,622.8496520687162
SOL/USDT,40,20,0.236,0.436,0.005,0.058,8,1.4948391649649186,24,0.375,622.8496520687162
SOL/USDT,40,20,0.236,0.436,0.005,0.063,8,1.4948391649649186,24,0.375,622.8496520687162
AVAX/USDT,35,20,0.236,0.486,0.011,0.053,21,0.9321545337742873,15,0.4,621.4363558495247
AVAX/USDT,35,20,0.236,0.486,0.011,0.058,21,0.9321545337742873,15,0.4,621.4363558495247
AVAX/USDT,40,20,0.236,0.536,0.008,0.053,25,0.7452086757093553,12,0.4166666666666667,621.0072297577962
AVAX/USDT,40,20,0.236,0.536,0.011,0.053,25,0.7452086757093553,12,0.4166666666666667,621.0072297577962
AVAX/USDT,40,20,0.236,0.536,0.014,0.053,25,0.7429357234690117,12,0.4166666666666667,619.1131028908432
AVAX/USDT,40,20,0.236,0.536,0.017,0.053,25,0.7429357234690117,12,0.4166666666666667,619.1131028908432
AVAX/USDT,40,20,0.236,0.536,0.02,0.053,25,0.7429357234690117,12,0.4166666666666667,619.1131028908432
AVAX/USDT,75,20,0.236,0.586,0.002,0.053,25,0.8661850608294291,14,0.3571428571428571,618.7036148781636
AVAX/USDT,80,20,0.236,0.586,0.002,0.053,25,0.8661850608294291,14,0.3571428571428571,618.7036148781636
SOL/USDT,30,20,0.236,0.436,0.002,0.048,8,1.545212437528284,25,0.36,618.0849750113135
SOL/USDT,30,20,0.236,0.436,0.002,0.053,8,1.545212437528284,25,0.36,618.0849750113135
ETH/USDT,30,20,0.236,0.586,0.005,0.053,18,1.3577465610908008,22,0.3636363636363636,617.1575277685458
ETH/USDT,30,20,0.236,0.586,0.005,0.058,18,1.3577465610908008,22,0.3636363636363636,617.1575277685458
ETH/USDT,30,20,0.236,0.586,0.005,0.063,18,1.3577465610908008,22,0.3636363636363636,617.1575277685458
ETH/USDT,30,20,0.236,0.586,0.005,0.068,18,1.3577465610908008,22,0.3636363636363636,617.1575277685458
ETH/USDT,30,20,0.236,0.586,0.005,0.07,18,1.3577465610908008,22,0.3636363636363636,617.1575277685458
SOL/USDT,30,20,0.236,0.436,0.002,0.058,8,1.542583156961469,25,0.36,617.0332627845876
SOL/USDT,30,20,0.236,0.436,0.002,0.063,8,1.542583156961469,25,0.36,617.0332627845876
ETH/USDT,30,20,0.236,0.536,0.029,0.043,21,0.8636975992058616,14,0.3571428571428571,616.9268565756155
ETH/USDT,30,20,0.236,0.586,0.029,0.043,21,0.8636975992058616,14,0.3571428571428571,616.9268565756155
AVAX/USDT,35,20,0.236,0.486,0.002,0.063,21,0.9237895780014588,15,0.4,615.8597186676392
AVAX/USDT,35,20,0.236,0.486,0.005,0.063,21,0.9237895780014588,15,0.4,615.8597186676392
AVAX/USDT,40,20,0.236,0.536,0.002,0.058,25,0.922013469525385,15,0.4,614.6756463502567
AVAX/USDT,40,20,0.236,0.536,0.002,0.063,25,0.922013469525385,15,0.4,614.6756463502567
AVAX/USDT,30,20,0.236,0.486,0.002,0.053,21,0.9203307573931784,15,0.4,613.553838262119
AVAX/USDT,30,20,0.236,0.486,0.005,0.053,21,0.9203307573931784,15,0.4,613.553838262119
AVAX/USDT,30,20,0.236,0.486,0.002,0.058,21,0.9203307573931784,15,0.4,613.553838262119
AVAX/USDT,30,20,0.236,0.486,0.005,0.058,21,0.9203307573931784,15,0.4,613.553838262119
AVAX/USDT,35,20,0.236,0.486,0.023,0.053,25,0.7358715733462492,12,0.5,613.2263111218743
AVAX/USDT,35,20,0.236,0.486,0.011,0.063,21,0.9183477253542722,15,0.4,612.2318169028481
AVAX/USDT,35,20,0.236,0.486,0.011,0.068,21,0.9183477253542722,15,0.4,612.2318169028481
AVAX/USDT,35,20,0.236,0.486,0.011,0.07,21,0.9183477253542722,15,0.4,612.2318169028481
ETH/USDT,30,20,0.236,0.536,0.008,0.023,18,0.7342954957369126,12,0.4166666666666667,611.9129131140938
ETH/USDT,30,20,0.236,0.536,0.011,0.023,18,0.7342954957369126,12,0.4166666666666667,611.9129131140938
ETH/USDT,30,20,0.236,0.536,0.008,0.028,18,0.7342954957369126,12,0.4166666666666667,611.9129131140938
ETH/USDT,30,20,0.236,0.536,0.011,0.028,18,0.7342954957369126,12,0.4166666666666667,611.9129131140938
ETH/USDT,30,20,0.236,0.586,0.008,0.023,18,0.7342954957369126,12,0.4166666666666667,611.9129131140938
ETH/USDT,30,20,0.236,0.586,0.011,0.023,18,0.7342954957369126,12,0.4166666666666667,611.9129131140938
SOL/USDT,30,20,0.236,0.436,0.005,0.068,8,1.466303878715412,24,0.375,610.959949464755
SOL/USDT,30,20,0.236,0.436,0.005,0.07,8,1.466303878715412,24,0.375,610.959949464755
ETH/USDT,30,20,0.236,0.436,0.017,0.063,25,0.8549306734199701,14,0.3571428571428571,610.66476672855
ETH/USDT,30,20,0.236,0.436,0.02,0.063,25,0.8549306734199701,14,0.3571428571428571,610.66476672855
ETH/USDT,30,20,0.236,0.436,0.02,0.068,25,0.8549306734199701,14,0.3571428571428571,610.66476672855
ETH/USDT,30,20,0.236,0.436,0.02,0.07,25,0.8549306734199701,14,0.3571428571428571,610.66476672855
AVAX/USDT,40,20,0.236,0.586,0.014,0.058,21,0.9762003373170416,16,0.375,610.125210823151
AVAX/USDT,30,20,0.236,0.536,0.008,0.053,21,0.9146030808406674,15,0.4,609.7353872271117
AVAX/USDT,30,20,0.236,0.536,0.008,0.058,21,0.9146030808406674,15,0.4,609.7353872271117
AVAX/USDT,35,20,0.236,0.636,0.014,0.053,21,0.9735230849351412,16,0.375,608.4519280844631
AVAX/USDT,35,20,0.236,0.686,0.014,0.053,21,0.9735230849351412,16,0.375,608.4519280844631
AVAX/USDT,35,20,0.236,0.736,0.014,0.053,21,0.9735230849351412,16,0.375,608.4519280844631
AVAX/USDT,35,20,0.236,0.786,0.014,0.053,21,0.9735230849351412,16,0.375,608.4519280844631
AVAX/USDT,40,20,0.236,0.586,0.008,0.053,21,1.0338457244270207,17,0.3529411764705882,608.1445437806004
AVAX/USDT,40,20,0.236,0.586,0.008,0.058,21,1.0338457244270207,17,0.3529411764705882,608.1445437806004
AVAX/USDT,35,20,0.236,0.486,0.008,0.053,21,0.9113426581116724,15,0.4,607.5617720744483
AVAX/USDT,35,20,0.236,0.486,0.008,0.058,21,0.9113426581116724,15,0.4,607.5617720744483
ETH/USDT,40,20,0.236,0.436,0.008,0.058,25,0.9692951431758356,16,0.375,605.8094644848973
ETH/USDT,35,20,0.236,0.436,0.008,0.053,25,0.9682149078580716,16,0.375,605.1343174112948
ETH/USDT,30,20,0.236,0.436,0.017,0.068,25,0.8470409409985882,14,0.3571428571428571,605.0292435704201
ETH/USDT,30,20,0.236,0.436,0.017,0.07,25,0.8470409409985882,14,0.3571428571428571,605.0292435704201
AVAX/USDT,35,20,0.236,0.486,0.014,0.058,21,0.907392287297332,15,0.4,604.9281915315547
AVAX/USDT,30,20,0.236,0.486,0.002,0.063,21,0.9065239489731634,15,0.4,604.3492993154422
AVAX/USDT,30,20,0.236,0.486,0.005,0.063,21,0.9065239489731634,15,0.4,604.3492993154422
AVAX/USDT,40,20,0.236,0.486,0.005,0.053,25,0.7240053556384102,12,0.4166666666666667,603.3377963653418
AVAX/USDT,30,20,0.236,0.536,0.002,0.053,21,0.9633968773327628,16,0.375,602.1230483329767
AVAX/USDT,30,20,0.236,0.536,0.002,0.058,21,0.9633968773327628,16,0.375,602.1230483329767
AVAX/USDT,40,20,0.236,0.586,0.014,0.063,21,0.9623935288970266,16,0.375,601.4959555606416
AVAX/USDT,40,20,0.236,0.586,0.014,0.068,21,0.9623935288970266,16,0.375,601.4959555606416
AVAX/USDT,40,20,0.236,0.586,0.014,0.07,21,0.9623935288970266,16,0.375,601.4959555606416
ETH/USDT,35,20,0.236,0.436,0.011,0.058,25,0.961542906466124,16,0.375,600.9643165413274
ETH/USDT,35,20,0.236,0.436,0.014,0.058,25,0.961542906466124,16,0.375,600.9643165413274
ETH/USDT,40,20,0.236,0.436,0.011,0.058,25,0.961542906466124,16,0.375,600.9643165413274
ETH/USDT,40,20,0.236,0.436,0.014,0.058,25,0.961542906466124,16,0.375,600.9643165413274
AVAX/USDT,40,20,0.236,0.686,0.023,0.058,25,0.8391407621934927,14,0.3571428571428571,599.3862587096376
AVAX/USDT,40,20,0.236,0.686,0.023,0.063,25,0.8391407621934927,14,0.3571428571428571,599.3862587096376
AVAX/USDT,40,20,0.236,0.736,0.023,0.058,25,0.8391407621934927,14,0.3571428571428571,599.3862587096376
AVAX/USDT,40,20,0.236,0.736,0.023,0.063,25,0.8391407621934927,14,0.3571428571428571,599.3862587096376
AVAX/USDT,40,20,0.236,0.786,0.023,0.058,25,0.8391407621934927,14,0.3571428571428571,599.3862587096376
AVAX/USDT,40,20,0.236,0.786,0.023,0.063,25,0.8391407621934927,14,0.3571428571428571,599.3862587096376
AVAX/USDT,35,20,0.236,0.486,0.008,0.063,21,0.8975358496916573,15,0.4,598.3572331277716
AVAX/USDT,35,20,0.236,0.486,0.008,0.068,21,0.8975358496916573,15,0.4,598.3572331277716
AVAX/USDT,35,20,0.236,0.486,0.008,0.07,21,0.8975358496916573,15,0.4,598.3572331277716
AVAX/USDT,40,20,0.236,0.686,0.029,0.068,25,0.7776442138095568,13,0.3846153846153846,598.1878567765822
AVAX/USDT,40,20,0.236,0.686,0.029,0.07,25,0.7776442138095568,13,0.3846153846153846,598.1878567765822
AVAX/USDT,40,20,0.236,0.736,0.029,0.068,25,0.7776442138095568,13,0.3846153846153846,598.1878567765822
AVAX/USDT,40,20,0.236,0.736,0.029,0.07,25,0.7776442138095568,13,0.3846153846153846,598.1878567765822
AVAX/USDT,40,20,0.236,0.786,0.029,0.068,25,0.7776442138095568,13,0.3846153846153846,598.1878567765822
AVAX/USDT,40,20,0.236,0.786,0.029,0.07,25,0.7776442138095568,13,0.3846153846153846,598.1878567765822
ETH/USDT,30,20,0.236,0.636,0.008,0.033,18,1.075446227655408,18,0.3888888888888889,597.4701264752266
ETH/USDT,30,20,0.236,0.636,0.011,0.033,18,1.075446227655408,18,0.3888888888888889,597.4701264752266
ETH/USDT,30,20,0.236,0.686,0.008,0.033,18,1.075446227655408,18,0.3888888888888889,597.4701264752266
ETH/USDT,30,20,0.236,0.686,0.011,0.033,18,1.075446227655408,18,0.3888888888888889,597.4701264752266
ETH/USDT,30,20,0.236,0.736,0.008,0.033,18,1.075446227655408,18,0.3888888888888889,597.4701264752266
ETH/USDT,30,20,0.236,0.736,0.011,0.033,18,1.075446227655408,18,0.3888888888888889,597.4701264752266
ETH/USDT,30,20,0.236,0.786,0.008,0.033,18,1.075446227655408,18,0.3888888888888889,597.4701264752266
ETH/USDT,30,20,0.236,0.786,0.011,0.033,18,1.075446227655408,18,0.3888888888888889,597.4701264752266
ETH/USDT,30,20,0.236,0.536,0.032,0.048,21,0.8358080052079631,14,0.3571428571428571,597.005718005688
ETH/USDT,30,20,0.236,0.586,0.032,0.048,21,0.8358080052079631,14,0.3571428571428571,597.005718005688
AVAX/USDT,30,20,0.236,0.486,0.008,0.053,21,0.8940770290833768,15,0.4,596.0513527222513
AVAX/USDT,30,20,0.236,0.486,0.008,0.058,21,0.8940770290833768,15,0.4,596.0513527222513
AVAX/USDT,35,20,0.236,0.486,0.014,0.063,21,0.8935854788773171,15,0.4,595.7236525848781
AVAX/USDT,35,20,0.236,0.486,0.014,0.068,21,0.8935854788773171,15,0.4,595.7236525848781
AVAX/USDT,35,20,0.236,0.486,0.014,0.07,21,0.8935854788773171,15,0.4,595.7236525848781
AVAX/USDT,35,20,0.236,0.486,0.002,0.053,25,0.892020676032873,15,0.4666666666666667,594.680450688582
SOL/USDT,30,20,0.236,0.436,0.005,0.033,14,0.8325333928575399,14,0.3571428571428571,594.6667091839571
ETH/USDT,30,20,0.236,0.586,0.008,0.038,18,1.0701681825457467,18,0.3888888888888889,594.5378791920816
ETH/USDT,30,20,0.236,0.586,0.011,0.038,18,1.0701681825457467,18,0.3888888888888889,594.5378791920816
ETH/USDT,30,20,0.236,0.486,0.011,0.053,25,0.950355734927436,16,0.375,593.9723343296474
ETH/USDT,30,20,0.236,0.486,0.014,0.053,25,0.950355734927436,16,0.375,593.9723343296474
ETH/USDT,30,20,0.236,0.586,0.008,0.043,18,1.068201611781995,18,0.3888888888888889,593.4453398788861
ETH/USDT,30,20,0.236,0.586,0.011,0.043,18,1.068201611781995,18,0.3888888888888889,593.4453398788861
SOL/USDT,35,20,0.236,0.436,0.002,0.068,8,1.4236155611960108,24,0.375,593.1731504983378
SOL/USDT,35,20,0.236,0.436,0.002,0.07,8,1.4236155611960108,24,0.375,593.1731504983378
SOL/USDT,40,20,0.236,0.436,0.002,0.068,8,1.4236155611960108,24,0.375,593.1731504983378
SOL/USDT,40,20,0.236,0.436,0.002,0.07,8,1.4236155611960108,24,0.375,593.1731504983378
AVAX/USDT,40,20,0.236,0.486,0.023,0.068,25,0.7116435937096356,12,0.4166666666666667,593.036328091363
AVAX/USDT,40,20,0.236,0.486,0.023,0.07,25,0.7116435937096356,12,0.4166666666666667,593.036328091363
AVAX/USDT,30,20,0.236,0.586,0.008,0.053,21,0.9477720453790158,16,0.375,592.3575283618849
AVAX/USDT,30,20,0.236,0.586,0.008,0.058,21,0.9477720453790158,16,0.375,592.3575283618849
SOL/USDT,35,20,0.236,0.436,0.005,0.068,8,1.4205877239574365,24,0.375,591.9115516489319
SOL/USDT,35,20,0.236,0.436,0.005,0.07,8,1.4205877239574365,24,0.375,591.9115516489319
SOL/USDT,40,20,0.236,0.436,0.005,0.068,8,1.4205877239574365,24,0.375,591.9115516489319
SOL/USDT,40,20,0.236,0.436,0.005,0.07,8,1.4205877239574365,24,0.375,591.9115516489319
AVAX/USDT,30,20,0.236,0.486,0.011,0.053,21,0.8873514774524972,15,0.4,591.5676516349981
AVAX/USDT,30,20,0.236,0.486,0.011,0.058,21,0.8873514774524972,15,0.4,591.5676516349981
AVAX/USDT,30,20,0.236,0.536,0.011,0.053,21,0.8873514774524972,15,0.4,591.5676516349981
AVAX/USDT,30,20,0.236,0.536,0.011,0.058,21,0.8873514774524972,15,0.4,591.5676516349981
ETH/USDT,30,20,0.236,0.436,0.023,0.063,25,0.8279790775439314,14,0.3571428571428571,591.4136268170939
ETH/USDT,30,20,0.236,0.436,0.026,0.063,25,0.8279790775439314,14,0.3571428571428571,591.4136268170939
ETH/USDT,30,20,0.236,0.436,0.023,0.068,25,0.8279790775439314,14,0.3571428571428571,591.4136268170939
ETH/USDT,30,20,0.236,0.436,0.026,0.068,25,0.8279790775439314,14,0.3571428571428571,591.4136268170939
ETH/USDT,30,20,0.236,0.436,0.023,0.07,25,0.8279790775439314,14,0.3571428571428571,591.4136268170939
ETH/USDT,30,20,0.236,0.436,0.026,0.07,25,0.8279790775439314,14,0.3571428571428571,591.4136268170939
ETH/USDT,30,20,0.236,0.436,0.002,0.053,21,1.1183186697029386,19,0.3684210526315789,588.5887735278625
AVAX/USDT,40,20,0.236,0.636,0.026,0.068,25,0.7647547579744582,13,0.3846153846153846,588.2728907495832
AVAX/USDT,40,20,0.236,0.636,0.026,0.07,25,0.7647547579744582,13,0.3846153846153846,588.2728907495832
AVAX/USDT,40,20,0.236,0.586,0.011,0.053,21,0.9999625837939966,17,0.3529411764705882,588.2132845847038
AVAX/USDT,40,20,0.236,0.586,0.011,0.058,21,0.9999625837939966,17,0.3529411764705882,588.2132845847038
AVAX/USDT,40,20,0.236,0.586,0.008,0.063,21,0.999512864249715,17,0.3529411764705882,587.9487436763029
AVAX/USDT,40,20,0.236,0.586,0.008,0.068,21,0.999512864249715,17,0.3529411764705882,587.9487436763029
AVAX/USDT,40,20,0.236,0.586,0.008,0.07,21,0.999512864249715,17,0.3529411764705882,587.9487436763029
ETH/USDT,35,20,0.236,0.636,0.023,0.023,21,0.823050026988046,14,0.3571428571428571,587.8928764200328
ETH/USDT,30,20,0.236,0.636,0.014,0.023,18,0.7050837523894663,12,0.4166666666666667,587.5697936578886
ETH/USDT,30,20,0.236,0.686,0.014,0.023,18,0.7050837523894663,12,0.4166666666666667,587.5697936578886
ETH/USDT,30,20,0.236,0.736,0.014,0.023,18,0.7050837523894663,12,0.4166666666666667,587.5697936578886
ETH/USDT,30,20,0.236,0.786,0.014,0.023,18,0.7050837523894663,12,0.4166666666666667,587.5697936578886
AVAX/USDT,30,20,0.236,0.536,0.005,0.053,21,0.9398568091504692,16,0.375,587.4105057190432
AVAX/USDT,30,20,0.236,0.536,0.005,0.058,21,0.9398568091504692,16,0.375,587.4105057190432
SOL/USDT,30,20,0.236,0.436,0.002,0.068,8,1.4683317159539864,25,0.36,587.3326863815945
SOL/USDT,30,20,0.236,0.436,0.002,0.07,8,1.4683317159539864,25,0.36,587.3326863815945
AVAX/USDT,30,20,0.236,0.486,0.008,0.063,21,0.8802702206633619,15,0.4,586.8468137755747
AVAX/USDT,30,20,0.236,0.486,0.008,0.068,21,0.8802702206633619,15,0.4,586.8468137755747
AVAX/USDT,30,20,0.236,0.486,0.008,0.07,21,0.8802702206633619,15,0.4,586.8468137755747
AVAX/USDT,30,20,0.236,0.536,0.008,0.063,21,0.8802702206633619,15,0.4,586.8468137755747
AVAX/USDT,30,20,0.236,0.536,0.008,0.068,21,0.8802702206633619,15,0.4,586.8468137755747
AVAX/USDT,30,20,0.236,0.536,0.008,0.07,21,0.8802702206633619,15,0.4,586.8468137755747
SOL/USDT,30,20,0.236,0.436,0.029,0.028,8,0.9975022732960436,17,0.3529411764705882,586.7660431153198
SOL/USDT,30,20,0.236,0.436,0.032,0.028,8,0.9975022732960436,17,0.3529411764705882,586.7660431153198
SOL/USDT,30,20,0.236,0.436,0.035,0.028,8,0.9975022732960436,17,0.3529411764705882,586.7660431153198
SOL/USDT,30,20,0.236,0.436,0.038,0.028,8,0.9975022732960436,17,0.3529411764705882,586.7660431153198
SOL/USDT,30,20,0.236,0.436,0.029,0.033,8,0.9975022732960436,17,0.3529411764705882,586.7660431153198
SOL/USDT,30,20,0.236,0.436,0.032,0.033,8,0.9975022732960436,17,0.3529411764705882,586.7660431153198
SOL/USDT,30,20,0.236,0.436,0.035,0.033,8,0.9975022732960436,17,0.3529411764705882,586.7660431153198
SOL/USDT,30,20,0.236,0.436,0.038,0.033,8,0.9975022732960436,17,0.3529411764705882,586.7660431153198
AVAX/USDT,30,20,0.236,0.586,0.002,0.053,21,0.9965658418711107,17,0.3529411764705882,586.2152011006534
AVAX/USDT,30,20,0.236,0.586,0.002,0.058,21,0.9965658418711107,17,0.3529411764705882,586.2152011006534
AVAX/USDT,40,20,0.236,0.636,0.014,0.058,21,0.9932384460171204,17,0.3529411764705882,584.2579094218354
AVAX/USDT,40,20,0.236,0.686,0.014,0.058,21,0.9932384460171204,17,0.3529411764705882,584.2579094218354
AVAX/USDT,40,20,0.236,0.736,0.014,0.058,21,0.9932384460171204,17,0.3529411764705882,584.2579094218354
AVAX/USDT,40,20,0.236,0.786,0.014,0.058,21,0.9932384460171204,17,0.3529411764705882,584.2579094218354
AVAX/USDT,30,20,0.236,0.486,0.011,0.063,21,0.8735446690324823,15,0.4,582.3631126883215
AVAX/USDT,30,20,0.236,0.486,0.011,0.068,21,0.8735446690324823,15,0.4,582.3631126883215
AVAX/USDT,30,20,0.236,0.486,0.011,0.07,21,0.8735446690324823,15,0.4,582.3631126883215
AVAX/USDT,30,20,0.236,0.536,0.011,0.063,21,0.8735446690324823,15,0.4,582.3631126883215
AVAX/USDT,30,20,0.236,0.536,0.011,0.068,21,0.8735446690324823,15,0.4,582.3631126883215
AVAX/USDT,30,20,0.236,0.536,0.011,0.07,21,0.8735446690324823,15,0.4,582.3631126883215
SOL/USDT,35,20,0.236,0.436,0.005,0.033,14,0.8152746311416363,14,0.3571428571428571,582.339022244026
SOL/USDT,40,20,0.236,0.436,0.002,0.033,14,0.8152746311416363,14,0.3571428571428571,582.339022244026
SOL/USDT,40,20,0.236,0.436,0.005,0.033,14,0.8152746311416363,14,0.3571428571428571,582.339022244026
AVAX/USDT,35,20,0.236,0.536,0.011,0.053,21,0.9311545337742873,16,0.375,581.9715836089294
AVAX/USDT,35,20,0.236,0.536,0.011,0.058,21,0.9311545337742873,16,0.375,581.9715836089294
ETH/USDT,30,20,0.236,0.436,0.002,0.058,21,1.105416476520074,19,0.3684210526315789,581.7981455368811
ETH/USDT,30,20,0.236,0.436,0.002,0.063,21,1.105416476520074,19,0.3684210526315789,581.7981455368811
ETH/USDT,30,20,0.236,0.436,0.002,0.068,21,1.105416476520074,19,0.3684210526315789,581.7981455368811
AVAX/USDT,35,20,0.236,0.536,0.008,0.053,21,0.930868709868963,16,0.375,581.7929436681019
AVAX/USDT,35,20,0.236,0.536,0.008,0.058,21,0.930868709868963,16,0.375,581.7929436681019
ETH/USDT,40,20,0.236,0.586,0.002,0.033,25,1.1631374158465315,20,0.35,581.5687079232658
AVAX/USDT,35,20,0.236,0.536,0.026,0.053,25,0.7553976251035398,13,0.4615384615384615,581.0750962334922
AVAX/USDT,35,20,0.236,0.536,0.029,0.053,25,0.7553976251035398,13,0.4615384615384615,581.0750962334922
AVAX/USDT,30,20,0.236,0.536,0.002,0.063,21,0.9290640171554572,16,0.375,580.6650107221607
AVAX/USDT,30,20,0.236,0.636,0.014,0.053,21,0.8708346021003234,15,0.4,580.5564014002156
AVAX/USDT,30,20,0.236,0.686,0.014,0.053,21,0.8708346021003234,15,0.4,580.5564014002156
AVAX/USDT,30,20,0.236,0.736,0.014,0.053,21,0.8708346021003234,15,0.4,580.5564014002156
